99810 9099
5095 joe mcbeth hardworking unambitious doofus toils hamburger stand alongside wife pat much smarter pat believes could better place boss norm plans usurp norm convincing mac rob restaurant safe murder norm using robbery way throwing cops trail
5096 baby bink could nt ask adoring somewhat sicklysweet parents lives huge mansion appear social pages paper unfortunately everyone world nice baby bink parents especially three enterprising kidnapers pretend photographers newspaper successfully kidnaping baby bink harder time keeping hold rascal keeps one step ahead seems little bit smarter three bumbling criminalsno bib crib problem
5097 orphaned girl taken snobbish family insistence rich crotchety uncle even devoted aviator godfather fights custody
5098 shirley temple lives pickpocket grandfather century new york city entertains crowds works racket rich lady makes possible girl go legit uncle tom cabin performed
5099 heidi orphaned uncaring maternal aunt dete takes mountains live reclusive grumpy paternal grandfather adolph kramer heidi brings grandfather back mountain society sweet ways sheer love dete later returns steals heidi away become companion rich man wheelchairbound daughter grandfather heartsick discover little girl missing immediately sets get backshirley little swiss miss loveliest story career
5101 part live standup performance part documentary film one comedian richard pryor later standup performances foulmouthed ever pryor touches topics previous live shows
5102 henry rowengartner whose late father minor league baseball player grew dreaming playing baseball despite physical shortcomings henry arm broken trying catch baseball school tendon arm heals tightly allowing henry throw pitches fast mph henry spotted nearby wrigley field larry fish fisher general manager struggling chicago cubs henry throws opponent homerun ball way outfield bleachers back catcher seems henry may pitcher team owner bob carson praying forthe chicago cubs needed miracle got henry rowengartner
5103 scotty smalls moves new neighborhood mom stepdad wants learn play baseball neighborhood baseball guru rodriquez takes smalls wing fall adventures involving baseball treehouse sleepins desirous lifeguard local pool snooty rival ball team travelling faira piece paradise half block wide whole summer long
5105 laura john baxter lose child horrible drowning greeted strange sightings throughout everyday lives two old ladies approach italy news daughter may still alive seems good true perhaps pass warning
5106 three friends get together bury box making pact open midnight high school graduation little town georgia live things soon change one little miss perfect one engaged prom queen pregnant outcast night graduation open box strike conversation sudden one brings topic going los angeles record contract audition decide go together leave little money set road guy named ben one tells rumor might homicidal maniac scared reach la lucy falls love ben father wishes stays goes auditiondreams change friends forever
5107 fourthgeneration army col william mcnamara imprisoned brutal german pow camp still seniorranking american officer commands fellow inmates keeping sense honor alive place honor easy destroy dangerous eye luftwafe vetran col wilhelm visser never giving fight win war mcnamara silently planning waiting moment strike back enemy murder camp gives chance set risky plan motion court martial keep visser germans distracted mcnamara orchestrates cunning scheme escape destroy nearby munitions plant enlisting unwitting help young lt tommy hart together men mcnamara uses hero resolve carry mission ultimately forced weigh value life good countrybeyond courage beyond honor
5108 john quincy archibald father husband whose son diagnosed enlarged heart finds receive transplant hmo insurance cover therefore decides take hospital full patients hostage hospital puts son name donor listgive father options leave choice
5109 classic tale peter pan continues disney sequel return never land world besieged world war ii wendy grown two children one daughter janethe classic continues
5110 five bored occasionally high always ineffective vermont state troopers must prove worth governor lose jobs stumbling drug ring plan make bust rival police force steal glory
5111 young boy stays aunt uncle befriends cousin age cousin begins showing increasing signs psychotic behaviorevil many faces
5114 told flashback form film traces rise fall tough ambitious hollywood producer jonathan shields seen eyes various acquaintances including writer james lee bartlow star georgia lorrison director fred amiel harddriving ambitious man ruthlessly uses everyone including writer star director way becoming one hollywood top movie makersi took gutter fling back
5117 new york famous singer fanny brice divorced first husband nicky arnstein depression trouble finding work artist meets billy rose newcomer writes lyrics owns nightclubhow lucky get
5119 arthur one britain angry young men hardworking factory worker slaves week mindless job modest wages come saturday night pub loud rowdy beer session brenda girlfriend moment married fellow worker nonetheless captivated rugged good looks devilmaycare attitude soon new love interest doreen enters week later brenda announces pregnant tells arthur needs money abortion arthur promises pay time relationship doreen ripened brenda hearing confronts denies everything obvious affair oversaturday night fling life sunday morning face
5120 mystery stage play anthony shaffer adapted author stylish film director joseph l manciewicz laurence olivier stars andrew wyke bestselling author detective fiction living grand century mansion andrew visited milo tindle michael caine owner hair salon chain reveals guest aware milo affair wife marguerite rather vengeful however andrew professes glad rid troublesome spouse avoid paying heavy alimony andrew suggests milo disguise clown steal wife expensive jewelry way marguerite milo obtain financial security andrew claims loss insurance walk away rich andrew plan devious one however designed toy wife lover series deceptions counterdeceptions launched nothing seemsif murder body
5121 bruno stroszek released prison warned stop drinking skills fewer expectations glockenspiel accordion ekes living street musician befriends eva prostitute luck join neighbor scheitz elderly eccentric leaves germany live wisconsin
5122 silent painting movie shows us daydreamer hermie friends oscy benjie spending summer us island parents rather unaffected wwii oscy main worries getting laid hermie honestly falls love older dorothy married army pilot husband returns front hermie shyly approaches written bob dawsonin everyone life summer
5125 owner struggling used car lot killed lot hotshot salesman save property falling hands owner ruthless brother usedcar rivallike new great looking fully loaded laughs
5127 grieving doctor contacted late wife patients near death experienceswhen someone love dies gone forever
5128 lestat de lioncourt awakened slumber bored existence become generations new rock god course time another arisen akasha queen vampires dammed want immortal fame fellow vampires want eternally dead betrayal queen want king first reach shall win time interviews
5134 disgraced exengland captain danny mean machine meehan thrown jail assaulting two police officers keeps head opportunity forget everything change lives prisoners prisoners chance put one evil guards prisoners lead danny whole prison guards aside behind themit football pride inside
5135 exciting indian wedding comes relationship two different times showing modern also traditional different characters stories interact director mira nair film used indianamerican production illustrate themes modern day indians familiar witha stressed father bridetobe secret smitten event planner relatives around world create much ado preparations arranged marriage india
5137 featurelength documentary film hiphop djing otherwise known turntablism south bronx san francisco world best scratchers beatdiggers partyrockers producers wax poetic beats breaks battles infinite possibilities vinyl
5139 aging downonhisluck exminor leaguer coaches team misfits ultracompetitive california little leaguethe coach waiting next beer pitcher waiting first bra team waiting miracle consider possibilities
5141 sentimental sequel film finds bears somehow little league champions california result team invited play betweengames exhibition houston astrodome local champs toros kelly leak bears star player decides rejoin team go houston make amends estranged father mikethe bad news bears one year older one year wilder
5142 group smalltown firemen find chief retiring organize party end parties soon celebration commences attendees experience one disaster another including stolen raffle prizes unwilling beauty contestants even firea masterpiece czechoslovakia
5146 hired track meier link notoriously powerful vampire abducted woman charlotte elbourne orders strict find charlotte cost first time faces serious competition markus brothers family vampire hunters hired bounty must intercept meier conquer hostile forces sides deadly race time
5147 professor medicine isak borg travels lund university order receive anniversary title along road meets strangers relatives dreams confronted past well fear insufficiency
5151 matt sullivan last big relationship ended disaster ever since heart aching commitment lacking came lent time year everybody gives something matt decides go man gone make vow sex whatsoever straight days first everything control woman dreams erica walks lifeeasier said done
5152 story first major battle american phase vietnam war soldiers sides fought us paratroopers vietnamese soldiers miles away home man led battle
5153 scientist shane brown neglects new bride instead spending honeymoon searching old colleague disappeared research paper written discredited medical community turns dr semeneau living obscurity order protect wife keeps prisoner room boards nailed across doorway narrative unfolds dark secret drives partythe ability love inability love hunger love
5159 sprite named crysta shrinks human boy zak size vows help magical fairy folk stop greedy logging company destroying home pristine rainforest known ferngully zak new friends fight defend ferngully lumberjacks vengeful spirit accidentally unleash chopping magic treedo believe humans
5161 car accident vincent eastman watches whole life flash eyes nt like sees maintaining semblance marriage wife sally vincent carrying mistress olivia everything sally nt warm passionate carefree ca nt choose two especially indecision taking toll daughter make every move last
5164 friendly troll magic green thumb grows one flower many queen whose laws require trolls mean ugly scare humans whenever possible punishment exiled world concrete live life proper trolldom manhattanbelieve anything
5165 zombie found aboard boat new york coast belongs famous scientist journalist travels antilles daughter scientist discover terrifying disease turning islanders horrifying zombies devour human flesh seem indestructible going eat
5167 baby photographer ronnie jackson death row san quentin tells reporters got taking care privateeye neighbor office ronnie asked irresistible baroness montay find missing baron follow confusing sinister doings gloomy mansion private sanatorium every plot twist parody thriller clicheshe hilarious hawkshaw case dottie
5168 fred astaire tom jane powell ellen asked perform dance team england time princess elizabeth wedding brother sister develops british love interest ellen lord john brindale peter lawford tom dancer anne ashmond sarah churchill winston daughter
5169 man midlife crisis befriends young woman rescuing attack believes rich boyfriend persuades con fortunethe things men end one way murder
5170 bucum jackson cube bounty hunter lot attitude interest taking partner working martinez bail bonds jackson unorthodox methods tracking lowlife criminals work one day hopes become boss open private investigation firm reggie wright epps slippery con artist avoiding law jackson cat mouse chase two stumble multimillion dollar diamond heist hiding jackson wright finds thieves getaway van ends escape discover booty fake much displeasure ruthless boss flanagan wright meets girlfriend mendes discovers recently purchased lottery ticket sole winner million unfortunately wallet held ticket left thieves van persuades jackson help get backmoney make people funny things
5171 hoping alter events past century inventor instead travels years future finds humankind divided two warring racesthe greatest adventure time
5172 contemporary comedy set los angeles full frontal traces complicated relationship among seven friends deal fragile connections bind together full frontal takes place twentyfour hour period day life missed connectionseverybody needs release
5177 spoiled young heir decaying amberson fortune comes widowed mother man always loved
5179 young boy family killed mob tough neighbor gloria becomes reluctant guardian possession book gangsters want pair go run new yorkand beat mob game
5180 rather incoherent postbreakup sex pistols documentary told point view pistols manager malcolm mclaren whose arguable position sex pistols particular punk rock general elaborate scam perpetrated order make million pounds
5182 hawk slayer seeing father bride die hands malevolent brother voltan sets revenge chance live title tooling mindsword recruiting motley band warriors giant dwarf onearmed man machinecrossbow elf fastest bow land hawk leads battle voltan free land forces evil avenge loved onestwo brothers locked deadly combat till end time
5186 buck bonham willie nelson country singer good family struggling find national fame juggles music career responsibilities wife son everything going way daughter former guitarist joins tour road leads temptation leads downfall question family friends stand years singing country never figured living love songs
5187 cia agent miles kendig decides get game ensure left alone threatens send memoirs world intelligence agencies cia nt believe calls bluff starts writing sending chapters one one realizing operations would compromised cia led myerson cutter set put end kendig plan whatever means necessary heart movie follows game cat mouse fumbling cia artful kendigthe dangerous man world expose cia fbi kgb
5193 neil diamond stars yussel tale young jewish cantor strives make career musichis story make cry music make sing triumph make cheer
5198 late cockney crime boss harold shand gangster trying become legitimate property mogul big plans get american mafia bankroll transformation derelict area london possible venue future olympic games however series bombings targets empire weekend americans town shand convinced traitor organization sets eliminate rat typically ruthless fashionwho lit fuse tore harold world apart
5199 origins exploits ultimate fate james gang told sympathetic portrayal bank robbers made brothers begin legendary bank raids revenge world likes outlaw damn reason remember em jesse james
5202 didactic film built around ideas french physician writer philosopher henri laborit plays film uses stories three people illustrate laborit theories evolutionary psychology regarding relationship self society
5203 writer horror stories invited monster club mysterious old gentleman three gruesome stories told story musicians play songs end recognized greatest monster meet interesting people hear great songs monster club
5205 farmer vincent kidnaps unsuspecting travellers burying garden unfortunately victims dead feeds victims prepare roadside stand motto takes kinds critters make farmer vincents fritters movie gory also parody slasher movies like last house leftyou might die laughing
5208 col vincent kane military psychiatrist takes charge army mental hospital situated secluded castle among kane many eccentric patients capt billy cutshaw troubled astronaut midst existential crisis although kane grasp sanity questionable manages engage cutshaw series thoughtful conversations science faith deeply affect lives menhow fight war called madness
5210 professor ayres discovers secret ancient stone opens crypt revives zombies kill invited three couples visit manor reveal discovery however never get around meeting professor blue zombies attack seek shelter mansionthe gates hell opened
5214 god appears assistant grocery manager good natured old man almighty selects messenger modern worldit true people trouble remembering words moses bad memory give tablets
5218 impending ice age almost upon mismatched trio prehistoric critters manny woolly mammoth diego sabertoothed tiger sid giant sloth find orphaned infant decide return human parents along way unlikely allies become friends enemies attack quest takes far nobler aimsthey came thawed conquered
5219 virus leaks topsecret facility turning resident researchers ravenous zombies lab animals mutated hounds hell government sends elite military task force contain outbreak alice rain charged leading mission three hours pathogen becomes airborne infects worlda secret experiment deadly virus fatal mistake
5220 spoof buddy cop movies two different cops forced team new reality based tv cop showlights camera aggravation
5222 jessica jewish copy editor living working new york city plagued failed blind dates men decides answer newspaper personal advertisement advertisement placed lesbiancurious helen cooper thirtysomething art galleristwhen comes love sometimes ca nt think straight
5223 pauline little girl years old mentally retarded cared sister martha martha dies two younger sisters paulette cecile make decision best place pauline looked neither ready take care paulette shop look cecile albert according martha last fortune divided three equal parts one sisters looks pauline decide take institution pauline heir
5224 documentarians justine shapiro bz goldberg traveled israel interview palestinian israeli kids ages assembling views living society afflicted violence separatism religious political extremism oscar nominee best feature documentary culminates astonishing day two israeli children meet palestinian youngsters refugee camp
5225 mexico two teenage boys attractive older woman embark road trip learn thing two life friendship sex otherlife ways teaching life ways confuse us life ways move us life ways amaze life ways hurt us life ways heal life ways inspire
5226 sensitive study headstrong high school football star dreams getting small western pennsylvania steel town football scholarship equally ambitious coach aims college position resulting clash could crush player dreamshe everything stake ca nt afford lose got make right moves
5227 epic account thief barabbas spared crucifixion pilate manipulated crowd pardoning rather jesus struggling spirituality barabbas goes many ordeals leading gladiatorial arena tries win freedom confront inner demons ultimately becoming follower man crucified placethe man violence whose place christ died
5229 screwball comedy gay couple straight couple wedding
5230 bob hope stars laughpacked wild west spoof costarring jane russell sexy calamity jane hope meek frontier dentist painless peter potter finds gunslinging alongside fearless calamity fights outlaws indianslike merry xmas happy new year belong together
5231 two carefree castaways desert shore find arabian nights city compete luscious princess shalmaryou shriek shieks trying double oh sheikess dorothy lamour
5232 bing crosby bob hope star first road movies two playboys trying forget previous romances singapore meet dorothy lamour ready fun fight south seas romance find
5233 duke amp chester ship skagway alaska find map secret gold mine stolen thugs mcgurk amp sperry meanwhile sal van hoyden alaska try recover fathers map falls ace larson wants steal gold mine duke amp chester mcgurk amp sperry ace henchmen amp sal chase countryside map
5234 stranded africa chuck pal fearless comic versions jungle adventures featuring two attractive conwomenit gleesome threesome giving worth mirth toping fun road singapore
5236 simple conversations engender complicated human interactions first eric rohmer four seasons series conte de printemps tale springtime story introverted young girl florence darel reaching adulthood takes liking older woman meets party anne teyssedre determines match father hugues quester despite latter already lover certain absurdity apparent adults though reluctantly attracted resent darel attempts matchmaking nevertheless intelligent enough understand proper way meet alive possibilities life brings darel part persistent catalyst rohmer films stage set age increasing impermanence uncertainty human relationships series minimalist reflections love life
5237 military cadets take extreme measures insure future academy existence threatened local condo developersthis school home think worth defending
5238 seven former college friends along new friends gather weekend reunion summer house new hampshire reminisce good old days got arrested way protest washington dc
5241 writer nick gardenia kidnapped california cliffhouse forced rob bank fugitive seeks help ex glenda public defender remarried prosecutor get houseful hijinksalone last
5242 end hippies assimilating women raising consciousness men becoming confused ineffectual nt expect able keep track names sleeping picture skillfully conveys hopeless muddle many characters move try find honor thy wife everyone else
5243 youthful martial arts master lung searching missing brother mistaken criminal run must prove innocence solving case local lawmen merciless mercenaries hot trail
5244 shogun grew paranoid became senile sent ninjas kill samurai failed kill samurai wife samurai swore avenge death wife roams countryside toddler son search vengeancethe legend lone wolf cub continues
5246 bandit goes another crosscountry run transporting elephant florida texas sheriff buford justice tailthe bandit back better ever
5247 race car driver tries transport illegal beer shipment texas atlanta hours picking reluctant bridetobe waywhat total lack respect law
5248 enos duo convince cletus aka bandit come hiding help promote new restaurant little coaxing agrees producing almostcreaky trigger mode transport nemesis sheriff buford justice hunt forcing cletus trigger hit road steer clear vengeful sheriff smokey back bandit
5250 new yorkers skip donahue harry monroe jobs prospects decide flee city find work elsewhere land jobs woodpeckers promote opening bank feathery costumes stolen used bank robbery longer worry employment sent prison two jailbirds want cage
5254 rare mutation occurred within vampire community reaper vampire consumed insatiable bloodlust prey vampires well humans transforming victims unlucky enough survive reapers blade asked vampire nation help preventing nightmare plague would wipe humans vampiresfaster sharper deadlier
5255 three friends head social committee frat house called kok kappa omicron kappa charged stealing money fraternity saving cocktail cruise end semester one guarantees spot high paying company
5256 pete eightyearold catholic boy growing suburbs chicago attends catholic school classes let summer admonished nun follow path lord devil perhaps taking message bit seriously pete decides goal summer help someone get heaven told catholicism sure path kingdom lord pete decides convert jew catholicism order improve standing afterlife hoping find likely candidate pete begins visiting nearby synagogue gets know rabbi jacobson responds pete barrage questions good humor pete also makes friends rabbi son danny age learns danny seriously ill decides danny would excellent choice conversionyou saw backstabbing see final cut
5258 delicately told deceptively simple story group children depressed small town band together cover tragic mistake
5264 zak gibbs greatest challenge find way buy car discovers odd wristwatch amidst father various inventions slips something strange happens world around seems come stop everything everybody frozen time zak quickly learns manipulate device quickwitted beautiful new friend francesca start real funthe adventure lifetime mere seconds
5264 zak gibbs greatest challenge find way buy car discovers odd wristwatch amidst father various inventions slips something strange happens world around seems come stop everything everybody frozen time zak quickly learns manipulate device quickwitted beautiful new friend francesca start real funthe adventure lifetime mere seconds
5265 tells story rainbow randolph corrupt costumed star popular children tv show fired bribery scandal replaced squeakyclean smoochy puffy fuscia rhinoceros smoochy catapults fame scoring hit ratings affections network executive randolph makes unsuspecting rhino target numerous outrageous attempts exact revenge reclaim status america sweetheartget ready unexpected hit
5266 trapped new york brownstone panic room hidden chamber built sanctuary event breakins newly divorced meg altman young daughter sarah play deadly game catandmouse three intruders burnham raoul junior brutal home invasion room focal point intruders really want inside
5267 jim morris never made minor leagues shoulder injury ended pitching career twelve years ago marriedwithchildren highschool chemistry teacher baseball coach texas jim team makes deal win district championship jim try majorleague organization bet proves incentive enough team go worst first making state first time history school jim forced live end deal nearly laughed tryout field gets onto mound confounds scouts clocking successive mph fastballs good enough minorleague contract tampa bay devil rays jim still got lot pitches throw makes show bigleague dreams revived telling could gosometimes dreams come back life
5269 erika kohut sexually repressed piano teacher living domineering mother meets young man starts romantically pursuing herperversion wicked best
5271 first title refer someone sentenced jail movie lifetime friends hitting big together year one looks inside see life gone going future actually saw black seinfeld comedy tracy morgan one main characters struggling comedian like jerry seinfeld gives opinion women want man one comedy routines melissa de sousa looking man time runs like elaine seinfeld nt remember big problem turning thirty however characters movie show fame riches husband thin body staying young life stories probably repeated many times around world
5275 based sister road fictionalized autobiography radical transient bertha thompson written physician dr ben l reitman boxcar bertha thompson woman labor organizer arkansas violencefilled depression early meets rabblerousing union man big bill shelly team fight corrupt railroad establishmentlife made outcast love made outlaw
5276 joanna crane lives double life day works fashion designer night high class prostitute china blue accused industrial spying bobby grady hired shadow however fall love meanwhile psychopathic preacher starts stalking hernever two consenting adults consented much
5277 professional killer holland forced retirement break central american government political torture ring one friends latin american journalist killed murderer doctor clement molloch master sadist behind political torture innocent victims posing journalist holland lures molloch fortresslike headquarters using murdered friend wife daughter bait holland kidnaps molloch sister doctor led wild chase takes abandoned opal mine finally comes face face holland
5278 nerd gains friendship two frat brothers dad offers condo week palm springs also offers fraternity hot tub jacuzzi help son find girl meet two guys rival fraternity make bet nail designated babe firstastronomy major wendell tvedt studied galaxies charted planets pondered universe palm springs encounter first full moon
5279 france pianistcomposer frédéric chopin pursued romantically determined individualistic woman uses name george sand
5282 high powered lawyer claire kubik finds world turned upside husband thought tom kubik arrested revealed ron chapman chapman trial murder latin american villagers marines claire soon learns navigate military justice system need help somewhat unconventional charlie grimeseverything trust everything know may lie
5283 van wilder attending college far many years scared graduate van father eventually realizes going stops paying son tuition fees van must come money wants stay college friends come great fundraising idea throwing parties however college magazine finds reporter gwen sent story van wilder things get little complicateddo nt graduate celebrate
5285 halfway prison sentence incompetent armed robbery jimmy hands gets lucky break transferred prison probably escape convinces governor stage musical old chapel next prison outer wall rounds volunteer actors puts escape plan production two barriers besides wall confront arrival nasty inmate john toombes insists joining escape jimmy feelings attraction anabel social worker agrees appear play opening night approaches jimmy breakout performance
5288 compilation films bomb nuclear attack century perspective duck cover public safety propaganda appears naive misguided
5289 charley davis wishes mother becomes boxer becomes successful fighter becomes surrounded shady characters including unethical promoter named roberts tempt man number vices charley finds faced increasingly difficult choicesall
5291 ancient japan crime take place told three different travelers experienced crime man killed wife raped stories true akira kurosawa film morals truth communicationthe husband wife bandit
5292 located us rust belt charlestown home hapless chiefs losing federal league hockey team whose games poorly attended make money team unknown owner makes manager joe mcgrath cheesy publicity much players chagrin rumors abound among players local mill closes team fold official announcement made team aging playercoach reggie dunlop get wind mill indeed closing season team last beyond efforts reconcile wife francine loves reggie nt love career reggie begins focus renew interest team possible sale knows team folds hockey career without telling anyone plan begins rumor owner negotiating sale city floridaslap shot slaps swears laughs
5293 rushhour fenderbender new york city crowded fdr drive circumstances would nt set chain reaction could decimate two people lives day time minor collision turn two complete strangers vicious adversaries means destroying might different goals ultimately systematically try dismantle life reckless effort reclaim something lostan ambitious lawyer desperate father reason meet today
5294 man confesses fbi agent family story religious fanatic father visions lead series murders destroy supposed demons soul safe
5296 christina love life stuck neutral years avoiding hazards meaningful relationship one night clubhopping girlfriends meets peter perfect match fed playing games finally gets courage let guard follow heart discover peter suddenly left town accompanied courtney sets capture one got awaya romantic comedy without sugar
5297 semitrue story hollywood murder occurred starstudded gathering aboard william randolph hearst yacht secrets wo nt stay buried
5298 philosophical burlesque human nature follows ups downs obsessive scientist female naturalist man discover born raised wild scientist nathan trains wild man puff ways world starting table manners nathan lover lila fights preserve man simian past represents freedom enviable mostin interest civilization conform
5299 young greek woman falls love nongreek struggles get family accept comes terms heritage cultural identitylove stay family
5300 dave evans small time farmer hired escort ben wade dangerous outlaw yuma evans wade wait train yuma wade gang racing free himthe lonesome whistle train bringing gallows closer desperado showdown nearer captor
5301 beginning century newspaper organizes endurance horse race miles run days adventurers competing among woman miss jones mexican englishman young cowboy old one two friends sam clayton luke matthews individualists learn respect
5302 bush pilot hired go mexico free innocent prisonersentenced years prison crime never committed two things get lot money charles bronson
5303 hypochondriac joe banks finds six months live quits dead end job musters courage ask female coworker date hired jump volcano mysterious visitoran average joe adventurous comedy
5304 open city landmark film history filmed secrecy nazi occupation italy film shows realistic portrayal underground resistance italy film strong impacting imagery mix fiction reality strengthened italian neorealism film industrypowerful portrayal dignity courage
5305 crazy old professor gangreen developed way make tomatoes look human second invasionthey blood rotten core back
5307 uptight advertising exec entire life filofax organizer mistakenly ends hands friendly convict poses himjimmy finally got new life trouble somebody else
5308 three bachelors find forced take care baby left one guy girlfriendsthey changed diapers changed lives
5309 sylvia work increasingly takes away three men help bring mary daughter decides move england take mary three men heartbroken losing two important females lives
5312 tenacious homicide detective cassie mayweather stillgreen partner working murder case attempting profile two malevolently brilliant young men cold calculating killers whose dark secrets might explain crimesthe flaw plan
5313 ancient egypt peasant mathayus hired exact revenge powerful memnon sorceress cassandra ready overtake balthazar village amid betrayals thieves abductions mathayus strives bring justice complicated worldwarrior legend king
5315 movie tells five stories set single day famed chelsea hotel new york city involving ensemble cast characters
5316 romantic thriller based around world war project crack codes behind enigma machine used germans encrypt messages sent submarinesunlock secret
5319 argentinian crime drama revolving around sheet rare stamps nine queens sticky square
5323 year old earth contaminated planet abandoned centuries brown world violent storms toxic landmasses poisonous seas yet humans returned deadly place fled live research ancient rusting artifacts longgone civilizations harmful environment could prove fatal intrepid young explorers landed old earth friday jason lives evil upgrade
5324 reporter lanie kerrigan interviews psychic homeless man fluff piece football game score instead tells life meaning going end days sparks action trying change pattern life
5325 dogtown zboys follows evolution skateboarding late skateboarding california beach boy image transformed lowriding surf oriented style
5329 murder beloved wife man search redemption set adrift world nothing seems journey befriends slacker jimmy finn becomes involved rescuing neighbor colette demons gets entangled web deceit full unexpected twists turnsif looking truth come wrong place
5333 exbank robber gambler bob plans heist deauville casino
5334 joe car salesman problem two days sell cars loses job would difficult task best times joe contend girlfriends two timing missing teenage daughter exwife could go wrong lot enter crazy jealous husband machine gun ca nt trust car salesman trust
5335 eccentric marketing guru visits cocacola subsidiary australia try increase market penetration finds zero penetration valley owned old man makes soft drinks visits valley see kid persistence tested given tour man plant begin talking joint venture things get complicated cocacola man begins falling love temporary secretary seems connections valleya movie felt never refreshing
5337 soap opera writer gets hit head wakes character showa comedy soap opera writer typing without ribbon
5339 jack sally announce splitting comes shock best friends gabe judy maybe mostly also drifting apart made aware jack sally try go meet new people marriage gabe judy gets strained begin find attracted people
5341 story acerbic comic lenny bruce whose groundbreaking noholdsbarred style social commentary often deemed establisment obscene publiclenny time finally come
5342 french anthropologist jeancharles pommier wife come la take position lecturer surprise encounters group urban nomads investigates things become unsettling realizes price paid civilizeda chilling tale supernatural evil
5343 series mysterious accidents food company lead manager suspect impressive new temporary secretarydo nt get mad get promoted
5344 woman trapped boring marriage begins affair handsome man seems able read mind nt know broken house read diaries recorded deepest thoughts fantasiesin night secrets stolen
5346 woman lawyer becomes mesmerized selfmade millionaire encounter rio setting series erotic encounters
5348 woody allen stars val waxman twotime oscar winner turned washedup neurotic director desperate need comeback comes waxman finds backed corner work exwife ellie forfeit last shot val blinded love opts reconnect love blind comes ellie staunch support literally figuratively proof pictureit going shot dark
5349 bitten genetically altered spider nerdy high school student peter parker endowed amazing powerswith great power comes great responsibility
5352 classic raymond chandler tale retold mitchum taking bogart role
5353 striving independent blind determined baker edward albert moves away overprotective mother eileen heckart oscar settling new san francisco digs meets kooky neighbor jill tanner goldie hawn quick wit good looks disarm freespirited jill long friends mrs baker incessant meddling destroy jill budding relationship could love let
5354 distraught middleaged lover breaks date toni simmons attempts suicide impressed action lover dentist julian winston reconsiders marrying toni worries insistence honesty fabricated wife three children julian readily accepts devoted nurse stephanie secretly loved julian years offers act wife demand divorcethe prickly stage success convulsed audiences around world barbed wit sharpest comedy cast year
5356 black hole hits north wisconsin opens door dimensions giant meter spiders emerge appetite human flesh dr jenny langer dr vance nasa try save worldcreeping crawling crushing
5357 stoneman father dies left alone take care mother land needing money maintain decides join cross country dogsled race race require days racing long hours harsh weather terrain young man need lot courage strong complete race
5359 rose taken hillyer family serve housemaid avoid falling life prostitution rose appearence personality men fall rose knows ca nt help getting trouble meninnocence never seductive
5360 lost jobs two strangers become unlikely friends run would robber actually hitman grudge twoonce declare war watch could die laughing
5361 jack london classic adventure story friendship developed yukon gold hunter mixed dogwolf rescues hands man mistreats himwhere civilization ends journey begins
5363 nerdy high school senior dizzy harrison finally gotten lucky purposely getting expelled takes lessons badass cool convict enrolls new school keep ruse zero rise
5364 connie wife mother whose marriage edward lost sexual spark connie literally runs handsome book collector paul sweeps allconsuming affair edward soon becomes suspicious decides confront manwhere go gone far
5365 breathtaking visually experimental film new wave director eric rohmer tells true story grace dalrymple elliot lucy russell british aristocrat trapped paris french revolution determined maintain stiff upper lip pampered life despite upheaval grace continues friendship duke orléans jeanclaude dreyfus risking life liberty protect fugitive
5366 melodrama investigates life prostitute pseudodocumentary styleif afraid say see
5367 omar homosexual pakistani boy living london alcoholic father lifts chunk drug money another pakistani lover johnny decides renovate grungy laundrette
5372 doris day howard keel fuss feud fall love calamity jane wild bill hickok first curvaceous calamity durned busy fighting indians cracking bullwhip pay mind girlie whatalls dresses perfume soon changes mind katie brown arrives townwarner bros sky highest smile widest wild woolliest western em
5373 veronica boris walking streets moscow love veronica laughing cause happy together morning see cranes sky arriving veronica house talk rendezvous bank river world war begins moscow boris works factory nt got time speak veronica go war compelling story girl impassioned search happiness
5375 vittles songs dance amply ladeled judy garland headlines harvey girls joyous musical slice americana celebrating restaurants brought extra helpings civilization old west rail passengersit blazing blistering romance wide open spaces
5377 freeman hip londoner one day realizes friends involved responsibilities married life leaves alone cold passing single father starts meet string single mums confident ability leave behind start ask commitment hope continued bachelorhood interrupted meets old marcus many ways complete oppositeone ordinary couple one little white lie
5378 ten years invasion naboo galaxy brink civil war leadership renegade jedi named count dooku thousands solar systems threaten break away galactic republic assassination attempt made senator padmé amidala former queen naboo twentyyearold jedi apprentice anakin skywalker assigned protect course mission anakin discovers love padmé well darker side soon anakin padmé obiwan kenobi drawn heart separatist movement beginning clone warsa jedi shall know anger hatred love
5379 movie tells story young jewish man becomes fiercely antisemitic
5380 two young gentlemen living england use pseudonym ernest sly fine fall love women using name leads comedy mistaken identities everybody loves ernest nobody quite sure really
5382 philo beddoe regular easygoing truckdriving guy also best barroom brawler west rockies lives orangutan named clyde like guys philo finally falls love flighty singer leads screwball chase across american southwest nothing way except motorcycle gang legendary brawler tank murdockclint eastwood turn every way loose
5383 nobleman threatened family curse newly inherited estate detective sherlock holmes hired investigatesherlock holmes terrifying adventure
5384 barbara graham woman dubious moral standards often guest seedy bars sentenced petty crimes two men knows murder older woman get caught start think barbara helped police arresting revenge tell police barbara murdererbarbara graham last scream gas chamber
5385 martin scorsese rockumentary intertwines footage band incredible farewell tour probing backstage interviews featured performances eric clapton bob dylan joni mitchell ringo starr rock legendsit started concert became celebration
